Document Title	Package	End	Excerpt Creator	Excerpt Copy	Codes Applied Combined
2003-novelty-adhoc-N13.txt	57	63	willis8	census	PeriodicEvent
2003-novelty-adhoc-N13.txt	135	146	willis8	U.S. census	PeriodicEvent
2003-novelty-adhoc-N14.txt	36	45	willis8	Microsoft	OrganizationEntity
2003-novelty-adhoc-N14.txt	100	111	willis8	Microsoft's	OrganizationEntity
2003-novelty-adhoc-N14.txt	36	64	willis8	Microsoft antitrust charges 	SpecificEvent
2003-novelty-adhoc-N16.txt	36	41	willis8	Kenya	PlaceEntity
2003-novelty-adhoc-N16.txt	42	50	willis8	Tanzania	PlaceEntity
2003-novelty-adhoc-N16.txt	108	114	willis8	Africa	PlaceEntity
2003-novelty-adhoc-N16.txt	83	95	willis8	U.S. Embassy	OrganizationEntity
2003-novelty-adhoc-N16.txt	116	120	willis8	1998	ExplicitDate
2003-novelty-adhoc-N16.txt	36	68	willis8	Kenya Tanzania Embassy bombings 	SpecificEvent
2003-novelty-adhoc-N16.txt	83	121	willis8	"U.S. Embassy bombings in Africa, 1998 "	SpecificEvent
2003-novelty-adhoc-N17.txt	122	126	willis8	U.S.	PlaceEntity
2003-novelty-adhoc-N19.txt	51	55	willis8	Cuba	PlaceEntity
2003-novelty-adhoc-N19.txt	123	127	willis8	Cuba	PlaceEntity
2003-novelty-adhoc-N19.txt	36	50	willis8	Elian Gonzalez	PersonEntity
2003-novelty-adhoc-N19.txt	105	119	willis8	Elian Gonzalez	PersonEntity
2003-novelty-adhoc-N19.txt	36	56	willis8	Elian Gonzalez Cuba 	SpecificEvent
2003-novelty-adhoc-N19.txt	95	127	willis8	returning Elian Gonzalez to Cuba	SpecificEvent
2003-novelty-adhoc-N23.txt	36	41	willis8	NAFTA	OrganizationEntity
2003-novelty-adhoc-N23.txt	87	92	willis8	NAFTA	OrganizationEntity
2003-novelty-adhoc-N24.txt	36	41	willis8	ANWAR	PlaceEntity
2003-novelty-adhoc-N24.txt	94	135	willis8	Arctic National Wildlife Refuge (ANWAR). 	PlaceEntity
2003-novelty-adhoc-N25.txt	36	43	willis8	Clinton	PersonEntity
2003-novelty-adhoc-N25.txt	57	65	willis8	Lewinsky	PersonEntity
2003-novelty-adhoc-N25.txt	153	169	willis8	 Monica Lewinsky	PersonEntity
2003-novelty-adhoc-N25.txt	116	136	willis8	President Clinton's 	PersonEntity
2003-novelty-adhoc-N25.txt	36	66	willis8	Clinton relationship Lewinsky 	IndirectEventReference
2003-novelty-adhoc-N25.txt	116	170	willis8	President Clinton's relationship with Monica Lewinsky?	IndirectEventReference
1992-trec1-adhoc-76.txt	33	50	gsherma2	U.S. Constitution	OtherEntity
1992-trec1-adhoc-76.txt	179	196	gsherma2	U.S. Constitution	OtherEntity
1992-trec1-adhoc-76.txt	246	258	gsherma2	Constitution	OtherEntity
1992-trec1-adhoc-78.txt	33	43	gsherma2	Greenpeace	OrganizationEntity
1992-trec1-adhoc-78.txt	92	102	gsherma2	Greenpeace	OrganizationEntity
1992-trec1-adhoc-79.txt	33	36	gsherma2	FRG	OrganizationEntity
1992-trec1-adhoc-79.txt	114	120	gsherma2	German	PlaceEntity
1992-trec1-adhoc-80.txt	33	37	gsherma2	1988	ExplicitDate
1992-trec1-adhoc-80.txt	33	61	gsherma2	1988 Presidential Candidates	IndirectEventReference
1992-trec1-adhoc-80.txt	144	149	gsherma2	1988 	ExplicitDate
1992-trec1-adhoc-80.txt	144	172	gsherma2	1988 presidential  candidate	IndirectEventReference
1992-trec1-adhoc-81.txt	88	91	gsherma2	PTL	OrganizationEntity
1992-trec1-adhoc-81.txt	88	99	gsherma2	PTL scandal	SpecificEvent
1992-trec1-adhoc-81.txt	197	200	gsherma2	PTL	OrganizationEntity
1992-trec1-adhoc-81.txt	197	208	gsherma2	PTL scandal	SpecificEvent
1992-trec1-adhoc-81.txt	215	231	gsherma2	financial crisis	GenericEvent
1992-trec1-adhoc-84.txt	131	222	gsherma2	planned or under-construction alternative/renewable energy plant or equipment installations	FutureEvent
1992-trec1-adhoc-86.txt	92	105	gsherma2	bank failures	GenericEvent
1992-trec1-adhoc-86.txt	33	47	gsherma2	Bank Failures 	GenericEvent
1992-trec1-adhoc-86.txt	117	130	gsherma2	United States	PlaceEntity
1992-trec1-adhoc-87.txt	70	99	gsherma2	Failed Financial Institutions	IndirectEventReference
1992-trec1-adhoc-87.txt	186	219	gsherma2	failed U.S. financial institution	IndirectEventReference
1992-trec1-adhoc-87.txt	193	197	gsherma2	U.S.	PlaceEntity
1992-trec1-adhoc-89.txt	61	65	gsherma2	OPEC	OrganizationEntity
1992-trec1-adhoc-89.txt	158	162	gsherma2	OPEC	OrganizationEntity
1992-trec1-adhoc-91.txt	33	42	gsherma2	U.S. Army	OrganizationEntity
1992-trec1-adhoc-91.txt	140	149	gsherma2	U.S. Army	OrganizationEntity
1992-trec1-adhoc-93.txt	54	81	gsherma2	 National Rifle Association	OrganizationEntity
1992-trec1-adhoc-99.txt	33	52	gsherma2	Iran-Contra Affair 	SpecificEvent
1992-trec1-adhoc-99.txt	111	130	gsherma2	Iran-Contra Affair.	SpecificEvent
1992-trec1-adhoc-99.txt	33	37	gsherma2	Iran	PlaceEntity
1992-trec1-adhoc-99.txt	111	115	gsherma2	Iran	PlaceEntity
1993-trec2-adhoc-127.txt	34	37	gsherma2	U.S	PlaceEntity
1993-trec2-adhoc-127.txt	39	47	gsherma2	U.S.S.R.	PlaceEntity
1993-trec2-adhoc-127.txt	34	71	gsherma2	U.S.-U.S.S.R. Arms Control Agreements	GenericEvent
1993-trec2-adhoc-127.txt	200	213	gsherma2	United States	PlaceEntity
1993-trec2-adhoc-127.txt	222	234	gsherma2	Soviet Union	PlaceEntity
1993-trec2-adhoc-127.txt	122	144	gsherma2	rms control agreements	GenericEvent
1993-trec2-adhoc-128.txt	112	123	gsherma2	future sale	FutureEvent
1993-trec2-adhoc-129.txt	34	40	gsherma2	Soviet	PlaceEntity
1993-trec2-adhoc-129.txt	55	59	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-129.txt	34	59	gsherma2	Soviet Spying on the U.S.	GenericEvent
1993-trec2-adhoc-129.txt	110	114	gsherma2	USSR	PlaceEntity
1993-trec2-adhoc-129.txt	122	126	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-129.txt	148	152	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-130.txt	56	60	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-130.txt	61	65	gsherma2	USSR	PlaceEntity
1993-trec2-adhoc-130.txt	155	167	gsherma2	Soviet Union	PlaceEntity
1993-trec2-adhoc-130.txt	186	190	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-130.txt	191	197	gsherma2	Soviet	PlaceEntity
1993-trec2-adhoc-131.txt	34	51	gsherma2	McDonnell Douglas	OrganizationEntity
1993-trec2-adhoc-131.txt	157	174	gsherma2	McDonnell Douglas	OrganizationEntity
1993-trec2-adhoc-131.txt	52	83	gsherma2	Contracts for Military Aircraft	GenericEvent
1993-trec2-adhoc-132.txt	135	139	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-133.txt	34	56	gsherma2	Hubble Space Telescope	OtherEntity
1993-trec2-adhoc-133.txt	122	144	gsherma2	Hubble Space Telescope	OtherEntity
1993-trec2-adhoc-133.txt	34	57	gsherma2	Hubble Space Telescope 	IndirectEventReference
1993-trec2-adhoc-133.txt	122	144	gsherma2	Hubble Space Telescope	IndirectEventReference
1993-trec2-adhoc-134.txt	34	60	gsherma2	The Human Genome Project 	OrganizationEntity
1993-trec2-adhoc-134.txt	34	58	gsherma2	The Human Genome Project	IndirectEventReference
1993-trec2-adhoc-134.txt	145	170	gsherma2	the  human genome project	OrganizationEntity
1993-trec2-adhoc-134.txt	145	173	gsherma2	the  human genome project. 	IndirectEventReference
1993-trec2-adhoc-136.txt	53	69	gsherma2	Pacific Telesis 	OrganizationEntity
1993-trec2-adhoc-136.txt	120	135	gsherma2	Pacific Telesis	OrganizationEntity
1993-trec2-adhoc-137.txt	51	55	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-137.txt	197	201	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-137.txt	221	234	gsherma2	United States	PlaceEntity
1993-trec2-adhoc-137.txt	119	191	gsherma2	building of a new or on the expansion/upgrade of  an existing theme park	GenericEvent
1993-trec2-adhoc-138.txt	34	41	gsherma2	Iranian	PlaceEntity
1993-trec2-adhoc-138.txt	54	62	gsherma2	Lebanese	PlaceEntity
1993-trec2-adhoc-138.txt	54	78	gsherma2	Lebanese Hostage-takers 	GenericEvent
1993-trec2-adhoc-138.txt	125	129	gsherma2	Iran	PlaceEntity
1993-trec2-adhoc-138.txt	143	150	gsherma2	Lebanon	PlaceEntity
1993-trec2-adhoc-138.txt	133	189	gsherma2	groups in Lebanon which seize and  hold Western hostages	GenericEvent
1993-trec2-adhoc-139.txt	34	40	gsherma2	Iran's	PlaceEntity
1993-trec2-adhoc-139.txt	203	209	gsherma2	Iran's	PlaceEntity
1993-trec2-adhoc-139.txt	236	240	gsherma2	Iran	PlaceEntity
1993-trec2-adhoc-139.txt	34	59	gsherma2	Iran's Islamic Revolution	SpecificEvent
1993-trec2-adhoc-139.txt	203	228	gsherma2	Iran's Islamic Revolution	SpecificEvent
1993-trec2-adhoc-140.txt	54	61	gsherma2	Islamic	OtherEntity
1993-trec2-adhoc-140.txt	140	147	gsherma2	Islamic	OtherEntity
1993-trec2-adhoc-140.txt	192	196	gsherma2	Iran	PlaceEntity
1993-trec2-adhoc-141.txt	34	41	gsherma2	Japan's	PlaceEntity
1993-trec2-adhoc-141.txt	81	85	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-141.txt	125	133	gsherma2	Japanese	PlaceEntity
1993-trec2-adhoc-141.txt	155	159	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-141.txt	182	189	gsherma2	Japan's	PlaceEntity
1993-trec2-adhoc-143.txt	46	51	gsherma2	U.S. 	PlaceEntity
1993-trec2-adhoc-143.txt	154	177	gsherma2	U.S. federal government	OrganizationEntity
1993-trec2-adhoc-143.txt	211	216	gsherma2	U.S. 	PlaceEntity
1993-trec2-adhoc-144.txt	60	75	gsherma2	 United Nations	OrganizationEntity
1993-trec2-adhoc-144.txt	191	206	gsherma2	United Nation's	OrganizationEntity
1993-trec2-adhoc-145.txt	153	159	gsherma2	Israel	PlaceEntity
1993-trec2-adhoc-145.txt	184	197	gsherma2	United States	PlaceEntity
1993-trec2-adhoc-146.txt	60	70	gsherma2	Nicaraguan	PlaceEntity
1993-trec2-adhoc-146.txt	60	80	gsherma2	Nicaraguan Civil War	SpecificEvent
1993-trec2-adhoc-146.txt	170	180	gsherma2	Nicaraguan	PlaceEntity
1993-trec2-adhoc-146.txt	170	190	gsherma2	Nicaraguan civil war	SpecificEvent
1993-trec2-adhoc-147.txt	61	65	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-147.txt	142	146	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-148.txt	50	64	gsherma2	Horn of Africa	PlaceEntity
1993-trec2-adhoc-148.txt	108	116	gsherma2	Ethiopia	PlaceEntity
1993-trec2-adhoc-148.txt	117	124	gsherma2	Somalia	PlaceEntity
1993-trec2-adhoc-148.txt	108	128	gsherma2	Ethiopia-Somalia War	SpecificEvent
1993-trec2-adhoc-148.txt	239	247	gsherma2	Ethiopia	PlaceEntity
1993-trec2-adhoc-148.txt	252	259	gsherma2	Somalia	PlaceEntity
1993-trec2-adhoc-148.txt	204	259	gsherma2	armed conflicts between or  within Ethiopia and Somalia	GenericEvent
1993-trec2-adhoc-150.txt	34	38	gsherma2	U.S.	PlaceEntity
1993-trec2-adhoc-150.txt	108	112	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-177.txt	70	76	gsherma2	U.S.  	PlaceEntity
1994-trec3-adhoc-177.txt	186	191	gsherma2	U.S. 	PlaceEntity
1994-trec3-adhoc-177.txt	34	41	gsherma2	English	OtherEntity
1994-trec3-adhoc-177.txt	148	155	gsherma2	English	OtherEntity
1994-trec3-adhoc-178.txt	120	125	gsherma2	U.S. 	PlaceEntity
1994-trec3-adhoc-179.txt	34	39	gsherma2	U. S.	PlaceEntity
1994-trec3-adhoc-179.txt	130	135	gsherma2	U.S. 	PlaceEntity
1994-trec3-adhoc-180.txt	53	57	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-180.txt	52	78	gsherma2	 U.S. Embargoes/Sanctions 	GenericEvent
1994-trec3-adhoc-180.txt	138	201	gsherma2	embargo/sanction activities against a foreign nation by the U.S	GenericEvent
1994-trec3-adhoc-180.txt	198	202	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-180.txt	295	300	gsherma2	 U.N.	OrganizationEntity
1994-trec3-adhoc-185.txt	48	52	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-185.txt	140	144	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-187.txt	47	80	gsherma2	Demise of Independent Publishing 	FutureEvent
1994-trec3-adhoc-188.txt	135	139	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-189.txt	121	148	gsherma2	killing a person or persons	GenericEvent
1994-trec3-adhoc-191.txt	53	58	gsherma2	U.S. 	PlaceEntity
1994-trec3-adhoc-191.txt	136	141	gsherma2	U.S. 	PlaceEntity
1994-trec3-adhoc-192.txt	34	43	gsherma2	Oil Spill	GenericEvent
1994-trec3-adhoc-192.txt	144	155	gsherma2	oil spills 	GenericEvent
1994-trec3-adhoc-192.txt	167	179	gsherma2	Exxon Valdez	OtherEntity
1994-trec3-adhoc-192.txt	167	180	gsherma2	Exxon Valdez.	SpecificEvent
1994-trec3-adhoc-193.txt	34	40	gsherma2	Toys R	OrganizationEntity
1994-trec3-adhoc-196.txt	95	100	gsherma2	U.S. 	PlaceEntity
1994-trec3-adhoc-199.txt	34	73	gsherma2	Legality of Medically Assisted Suicides	IndirectEventReference
1994-trec3-adhoc-199.txt	114	193	gsherma2	suicide that is effected through the assistance of a medically competent person	IndirectEventReference
1994-trec3-adhoc-200.txt	71	75	gsherma2	U.S.	PlaceEntity
1994-trec3-adhoc-200.txt	227	232	gsherma2	U.S. 	PlaceEntity
1997-trec6-adhoc-326.txt	34	50	willis8	Ferry Sinkings  	GenericEvent
1997-trec6-adhoc-326.txt	82	137	willis8	ferry sinking where 100 or more people lost their lives	GenericEvent
1997-trec6-adhoc-328.txt	34	53	willis8	Pope Beatifications	GenericEvent
1997-trec6-adhoc-328.txt	81	127	willis8	individual that has been beatified by the Pope	GenericEvent
1997-trec6-adhoc-329.txt	34	41	willis8	Mexican	PlaceEntity
1997-trec6-adhoc-329.txt	72	83	willis8	Mexico City	PlaceEntity
1997-trec6-adhoc-330.txt	34	38	willis8	Iran	PlaceEntity
1997-trec6-adhoc-330.txt	39	43	willis8	Iraq	PlaceEntity
1997-trec6-adhoc-330.txt	147	151	willis8	Iran	PlaceEntity
1997-trec6-adhoc-330.txt	156	160	willis8	Iraq	PlaceEntity
1997-trec6-adhoc-330.txt	34	55	willis8	Iran-Iraq Cooperation	GenericEvent
1997-trec6-adhoc-330.txt	98	160	willis8	examples of cooperation or friendly ties between Iran and Iraq	GenericEvent
1997-trec6-adhoc-331.txt	34	44	willis8	World Bank	OrganizationEntity
1997-trec6-adhoc-331.txt	105	115	willis8	World Bank	OrganizationEntity
1997-trec6-adhoc-336.txt	34	52	willis8	Black Bear Attacks	GenericEvent
1997-trec6-adhoc-336.txt	107	156	willis8	frequency of vicious black bear attacks worldwide	GenericEvent
1997-trec6-adhoc-339.txt	34	45	willis8	Alzheimer's	OtherEntity
1997-trec6-adhoc-339.txt	124	143	willis8	Alzheimer's Disease	OtherEntity
1997-trec6-adhoc-340.txt	34	48	willis8	Land Mine Ban 	IndirectEventReference
1997-trec6-adhoc-340.txt	141	202	willis8	"treaty banning the production, transfer and use of land mines"	IndirectEventReference
1997-trec6-adhoc-342.txt	34	54	willis8	Diplomatic Expulsion	GenericEvent
1997-trec6-adhoc-342.txt	397	495	willis8	attempts have been made  by personnel with diplomatic status to obtain  information of this nature	GenericEvent
1997-trec6-adhoc-345.txt	105	109	willis8	U.S.	PlaceEntity
1997-trec6-adhoc-345.txt	191	195	willis8	U.S.	PlaceEntity
1997-trec6-adhoc-346.txt	116	120	willis8	U.S.	PlaceEntity
1997-trec6-adhoc-347.txt	97	104	willis8	America	PlaceEntity
1997-trec6-adhoc-347.txt	74	105	willis8	spotted owl episode in America 	SpecificEvent
1997-trec6-adhoc-347.txt	34	53	willis8	Wildlife Extinction	GenericEvent
1997-trec6-adhoc-347.txt	208	292	willis8	effort of other countries to prevent the demise of species native to their countries	GenericEvent
1993-trec2-adhoc-127.txt	34	38	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-127.txt	39	47	willis8	U.S.S.R.	PlaceEntity
1993-trec2-adhoc-127.txt	34	72	willis8	U.S.-U.S.S.R. Arms Control Agreements 	GenericEvent
1993-trec2-adhoc-127.txt	200	213	willis8	United States	PlaceEntity
1993-trec2-adhoc-127.txt	222	234	willis8	Soviet Union	PlaceEntity
1993-trec2-adhoc-127.txt	121	236	willis8	"arms control agreements concluded, under  negotiation, or proposed between the United States and the Soviet Union. "	GenericEvent
1993-trec2-adhoc-129.txt	122	127	willis8	U.S. 	PlaceEntity
1993-trec2-adhoc-129.txt	34	60	willis8	Soviet Spying on the U.S. 	GenericEvent
1993-trec2-adhoc-129.txt	95	162	willis8	 spying by the USSR within U.S. territory or against U.S. interests	GenericEvent
1993-trec2-adhoc-130.txt	34	40	willis8	Jewish	OtherEntity
1993-trec2-adhoc-130.txt	56	60	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-130.txt	61	65	willis8	USSR	PlaceEntity
1993-trec2-adhoc-130.txt	155	167	willis8	Soviet Union	PlaceEntity
1993-trec2-adhoc-130.txt	128	134	willis8	Jewish	OtherEntity
1993-trec2-adhoc-130.txt	186	190	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-130.txt	191	197	willis8	Soviet	PlaceEntity
1993-trec2-adhoc-131.txt	157	174	willis8	McDonnell Douglas	OrganizationEntity
1993-trec2-adhoc-131.txt	34	51	willis8	McDonnell Douglas	OrganizationEntity
1993-trec2-adhoc-131.txt	34	84	willis8	McDonnell Douglas Contracts for Military Aircraft 	GenericEvent
1993-trec2-adhoc-131.txt	137	211	willis8	contract awarded to McDonnell Douglas  for production of military aircraft	GenericEvent
1993-trec2-adhoc-132.txt	135	139	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-132.txt	141	170	willis8	"""stealth"" aircraft projects. "	GenericEvent
1993-trec2-adhoc-133.txt	34	56	willis8	Hubble Space Telescope	OtherEntity
1993-trec2-adhoc-133.txt	122	144	willis8	Hubble Space Telescope	OtherEntity
1993-trec2-adhoc-133.txt	34	57	willis8	Hubble Space Telescope 	IndirectEventReference
1993-trec2-adhoc-133.txt	122	144	willis8	Hubble Space Telescope	IndirectEventReference
1993-trec2-adhoc-134.txt	38	58	willis8	Human Genome Project	"OtherEntity, IndirectEventReference"
1993-trec2-adhoc-134.txt	150	170	willis8	human genome project	"OtherEntity, IndirectEventReference"
1993-trec2-adhoc-136.txt	53	69	willis8	Pacific Telesis 	OrganizationEntity
1993-trec2-adhoc-136.txt	120	135	willis8	Pacific Telesis	OrganizationEntity
1993-trec2-adhoc-137.txt	51	55	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-137.txt	197	200	willis8	U.S	PlaceEntity
1993-trec2-adhoc-137.txt	221	234	willis8	United States	PlaceEntity
1993-trec2-adhoc-138.txt	34	41	willis8	Iranian	PlaceEntity
1993-trec2-adhoc-138.txt	54	62	willis8	Lebanese	PlaceEntity
1993-trec2-adhoc-138.txt	125	129	willis8	Iran	PlaceEntity
1993-trec2-adhoc-138.txt	143	150	willis8	Lebanon	PlaceEntity
1993-trec2-adhoc-139.txt	34	59	willis8	Iran's Islamic Revolution	IndirectEventReference
1993-trec2-adhoc-139.txt	203	228	willis8	Iran's Islamic Revolution	IndirectEventReference
1993-trec2-adhoc-139.txt	34	40	willis8	Iran's	PlaceEntity
1993-trec2-adhoc-139.txt	203	209	willis8	Iran's	PlaceEntity
1993-trec2-adhoc-139.txt	236	240	willis8	Iran	PlaceEntity
1993-trec2-adhoc-140.txt	54	61	willis8	Islamic	OtherEntity
1993-trec2-adhoc-140.txt	140	147	willis8	Islamic	OtherEntity
1993-trec2-adhoc-140.txt	192	196	willis8	Iran	PlaceEntity
1993-trec2-adhoc-141.txt	34	39	willis8	Japan	PlaceEntity
1993-trec2-adhoc-141.txt	81	84	willis8	U.S	PlaceEntity
1993-trec2-adhoc-141.txt	125	133	willis8	Japanese	PlaceEntity
1993-trec2-adhoc-141.txt	155	159	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-141.txt	182	187	willis8	Japan	PlaceEntity
1993-trec2-adhoc-143.txt	46	50	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-143.txt	154	158	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-143.txt	210	215	willis8	 U.S.	PlaceEntity
1993-trec2-adhoc-144.txt	61	75	willis8	United Nations	OrganizationEntity
1993-trec2-adhoc-144.txt	191	207	willis8	United Nation's 	OrganizationEntity
1993-trec2-adhoc-145.txt	56	62	willis8	Israel	PlaceEntity
1993-trec2-adhoc-145.txt	153	159	willis8	Israel	PlaceEntity
1993-trec2-adhoc-145.txt	184	198	willis8	United States.	PlaceEntity
1993-trec2-adhoc-146.txt	60	81	willis8	Nicaraguan Civil War 	IndirectEventReference
1993-trec2-adhoc-146.txt	123	190	willis8	 negotiating process leading to an end to the  Nicaraguan civil war	GenericEvent
1993-trec2-adhoc-146.txt	170	190	willis8	Nicaraguan civil war	IndirectEventReference
1993-trec2-adhoc-146.txt	34	81	willis8	Negotiating an End to the Nicaraguan Civil War 	GenericEvent
1993-trec2-adhoc-147.txt	61	65	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-147.txt	142	147	willis8	U.S. 	PlaceEntity
1993-trec2-adhoc-148.txt	50	64	willis8	Horn of Africa	PlaceEntity
1993-trec2-adhoc-148.txt	108	116	willis8	Ethiopia	PlaceEntity
1993-trec2-adhoc-148.txt	117	124	willis8	Somalia	PlaceEntity
1993-trec2-adhoc-148.txt	108	128	willis8	Ethiopia-Somalia War	IndirectEventReference
1993-trec2-adhoc-148.txt	239	247	willis8	Ethiopia	PlaceEntity
1993-trec2-adhoc-148.txt	252	259	willis8	Somalia	PlaceEntity
1993-trec2-adhoc-148.txt	34	65	willis8	Conflict in the Horn of Africa 	GenericEvent
1993-trec2-adhoc-148.txt	104	220	willis8	"the Ethiopia-Somalia War, civil wars within those  nations, and/or the movement of refugees fleeing armed conflicts "	GenericEvent
1993-trec2-adhoc-150.txt	34	38	willis8	U.S.	PlaceEntity
1993-trec2-adhoc-150.txt	108	113	willis8	U.S. 	PlaceEntity
1994-trec3-adhoc-177.txt	70	74	willis8	U.S.	PlaceEntity
1994-trec3-adhoc-177.txt	186	191	willis8	U.S. 	PlaceEntity
1994-trec3-adhoc-178.txt	120	125	willis8	U.S. 	PlaceEntity
1994-trec3-adhoc-179.txt	34	39	willis8	U. S.	PlaceEntity
1994-trec3-adhoc-179.txt	130	135	willis8	U.S. 	PlaceEntity
1994-trec3-adhoc-180.txt	53	58	willis8	U.S. 	PlaceEntity
1994-trec3-adhoc-180.txt	198	204	willis8	U.S.  	PlaceEntity
1994-trec3-adhoc-180.txt	296	301	willis8	U.N. 	OrganizationEntity
1994-trec3-adhoc-180.txt	53	79	willis8	U.S. Embargoes/Sanctions  	GenericEvent
1994-trec3-adhoc-180.txt	138	202	willis8	embargo/sanction activities against a foreign nation by the U.S.	GenericEvent
1994-trec3-adhoc-178.txt	34	46	willis8	Dog Maulings	GenericEvent
1994-trec3-adhoc-178.txt	87	125	willis8	attacks by dogs on humans in the U.S. 	GenericEvent
1994-trec3-adhoc-183.txt	34	60	willis8	Asbestos Related Lawsuits 	GenericEvent
1994-trec3-adhoc-185.txt	48	52	willis8	U.S.	PlaceEntity
1994-trec3-adhoc-185.txt	140	145	willis8	U.S. 	PlaceEntity
1994-trec3-adhoc-188.txt	135	139	willis8	U.S.	PlaceEntity
1994-trec3-adhoc-191.txt	53	57	willis8	U.S.	PlaceEntity
1994-trec3-adhoc-191.txt	136	140	willis8	U.S.	PlaceEntity
1994-trec3-adhoc-192.txt	167	179	willis8	Exxon Valdez	IndirectEventReference
1994-trec3-adhoc-192.txt	34	53	willis8	Oil Spill Cleanup  	GenericEvent
1994-trec3-adhoc-192.txt	132	181	willis8	cleaning up oil spills such as the Exxon Valdez. 	GenericEvent
1994-trec3-adhoc-199.txt	46	74	willis8	Medically Assisted Suicides 	IndirectEventReference
1994-trec3-adhoc-199.txt	112	193	willis8	a suicide that is effected through the assistance of a medically competent person	IndirectEventReference
1994-trec3-adhoc-200.txt	71	75	willis8	U.S.	PlaceEntity
1994-trec3-adhoc-200.txt	227	231	willis8	U.S.	PlaceEntity
1997-trec6-adhoc-322.txt	34	57	willis8	International Art Crime	GenericEvent
1997-trec6-adhoc-322.txt	95	147	willis8	fraud or embezzlement in the international art trade	GenericEvent
1997-trec6-adhoc-323.txt	34	66	willis8	Literary/Journalistic Plagiarism	GenericEvent
1997-trec6-adhoc-323.txt	101	151	willis8	plagiarism in the literary and journalistic worlds	GenericEvent
1998-trec7-adhoc-376.txt	34	46	willis8	World Court 	OtherEntity
1998-trec7-adhoc-376.txt	100	144	willis8	World Court (International Court of Justice)	OtherEntity
1998-trec7-adhoc-378.txt	34	38	willis8	euro	OtherEntity
1998-trec7-adhoc-378.txt	136	140	willis8	euro	OtherEntity
1998-trec7-adhoc-378.txt	146	154	willis8	European	PlaceEntity
1998-trec7-adhoc-393.txt	34	49	willis8	mercy killing  	GenericEvent
1998-trec7-adhoc-393.txt	96	110	willis8	mercy killings	GenericEvent
1998-trec7-adhoc-397.txt	34	53	willis8	automobile recalls 	GenericEvent
1998-trec7-adhoc-397.txt	117	135	willis8	automobile recalls	GenericEvent
1998-trec7-adhoc-398.txt	46	54	willis8	Europe's	PlaceEntity
1998-trec7-adhoc-398.txt	183	190	willis8	Europe'	PlaceEntity
1998-trec7-adhoc-398.txt	34	62	willis8	dismantling Europe's arsenal	IndirectEventReference
1999-trec8-adhoc-428.txt	104	109	willis8	U.S. 	PlaceEntity
1999-trec8-adhoc-428.txt	113	118	willis8	China	PlaceEntity
1999-trec8-adhoc-429.txt	34	46	willis8	Legionnaires	OtherEntity
1999-trec8-adhoc-429.txt	94	106	willis8	Legionnaires	OtherEntity
1999-trec8-adhoc-429.txt	34	57	willis8	Legionnaires' disease  	GenericEvent
1999-trec8-adhoc-429.txt	81	117	willis8	outbreaks of Legionnaires' disease. 	GenericEvent
1999-trec8-adhoc-430.txt	34	54	willis8	killer bee attacks  	GenericEvent
1999-trec8-adhoc-430.txt	91	138	willis8	attacks on humans by Africanized  (killer) bees	GenericEvent
1999-trec8-adhoc-433.txt	34	39	willis8	Greek	PlaceEntity
1999-trec8-adhoc-433.txt	116	121	willis8	Greek	PlaceEntity
1999-trec8-adhoc-434.txt	34	41	willis8	Estonia	PlaceEntity
1999-trec8-adhoc-434.txt	103	110	willis8	Estonia	PlaceEntity
1999-trec8-adhoc-436.txt	34	53	willis8	railway accidents  	GenericEvent
1999-trec8-adhoc-436.txt	81	129	willis8	causes of railway accidents throughout the world	GenericEvent
1999-trec8-adhoc-439.txt	34	70	willis8	"inventions, scientific discoveries  "	GenericEvent
1999-trec8-adhoc-439.txt	94	145	willis8	inventions or scientific discoveries have been made	GenericEvent
